"IID" "secure_parents" "partic_vote" "partic_protest" "imp_immig" "imp_jobs" "imp_costliv" "imp_climate" "imp_abort" "imp_gun" "imp_crime" "imp_gaza" "imp_antisem" "imp_votright" "imp_ukraine" "imp_schteach" "imp_islamop" "highered_bias" "highered_approve" "secular_reason" "police_safe" "police_confid" "police_number" "crime_selfplc" "treatcrime_theft" "treatcrime_marij" "treatcrime_camp" "treatcrime_firearm" "treatcrime_abort" "border_patrol" "border_milit" "border_legal" "aid_ukraine" "aid_israel" "aid_palest" "prej_muslims" "prej_jews" "group_fascists" "group_kkk" "group_nazi" "group_blm" "group_atheists" "group_prolife" "group_prochoice" "group_gunrights" "group_lgbtrights" "group_feminists" "group_whitesup" "group_antigay" "group_socialist" "group_antifa" "group_christfund" "group_laborun" "group_bigbus" "group_gayles" "group_transppl" "group_christians" "group_police" "group_journal" "group_nra" "group_ruralam" "group_planparent" "group_colprofs" "group_black" "group_white" "group_hispanic" "group_asian" "group_transmen" "group_transwom" "group_jews" "group_muslims" "foreign_israel" "foreign_hamas" "foreign_israelis" "foreign_palest" "tol_freespeech" "disqual_felon" "disqual_bribe" "disqual_docs" "disqual_sexhar" "felonserve_fedoff" "empsat_paidoff" "abrtpre_abrtself" "trans_health" "trans_sportgirl" "trans_sportboy" "raceadvt_white" "raceadvt_black" "raceadvt_hispanic" "raceadvt_asian" "resent_workway" "resent_genertns" "resent_deserve" "resent_tryhard" "sexism_bprotect" "sexism_bdiff" "sexism_bhetero" "sexism_hinnoc" "sexism_hpower" "empath_concern" "empath_perspect" "school_racism" "school_gender" "abrtpre_standard.By law, a woman should always be able to obtain an abortion as a matter of perso" "abrtpre_standard.The law should permit abortion for reasons other than rape," "abrtpre_standard.Other" "abrtpre_standard.The law should permit abortion only in case of rape, incest, or when the woman's" "abrtpre_standard.By law, abortion should never be permitted."
"1326" 3 1 6 3 1 1 1 1 1 2 2 1 1 2 1 1 2 1 1 3 5 2 2 2 5 5 1 5 5 5 1 2 5 1 1 1 0 0 0 100 98 0 100 0 100 100 0 0 100 6 0 100 15 100 100 97 50 96 0 100 0 100 100 90 100 100 100 100 100 100 8 0 100 100 2 1 1 1 1 1 3 1 1 5 5 1 3 3 3 5 1 1 5 4 5 2 5 5 2 5 1 2 1 0 0 0 0
"1327" 3 2 4 4 2 1 2 2 3 3 3 3 1 3 3 4 4 3 1 3 4 3 3 4 5 4 2 5 3 3 4 3 3 3 3 3 8 2 3 12 50 15 100 48 73 89 6 4 48 50 12 51 50 100 50 15 61 60 50 51 51 52 48 51 50 74 50 51 90 50 50 3 51 50 3 1 1 1 1 2 5 3 3 3 3 2 1 2 1 1 5 5 2 5 3 3 5 5 3 4 5 5 1 0 0 0 0
"1328" 3 3 4 3 2 1 2 2 4 2 1 1 1 1 2 1 2 5 1 3 3 1 2 4 5 3 1 5 5 5 3 5 5 1 2 3 0 0 0 50 50 30 60 30 55 50 0 20 60 50 10 75 5 55 55 51 45 15 20 70 50 50 70 65 65 70 55 55 60 70 0 35 25 100 1 1 1 1 0 3 3 3 4 5 5 1 3 2 2 3 1 1 5 3 3 2 3 2 4 3 3 4 1 0 0 0 0
"1329" 3 1 4 5 3 1 1 1 1 4 5 2 1 3 2 2 2 5 1 1 3 3 3 4 5 5 2 5 4 5 1 1 3 3 2 4 0 0 0 65 80 0 0 15 100 30 0 0 55 50 30 50 25 100 100 40 55 50 0 60 100 50 70 60 60 100 100 100 60 65 50 50 50 50 3 1 1 1 1 2 3 1 2 3 3 1 3 3 3 4 1 1 5 2 5 5 4 5 3 3 2 2 1 0 0 0 0
"1330" 2 1 7 2 1 1 1 3 2 1 3 2 1 3 1 3 3 3 1 1 2 3 1 1 1 1 2 4 3 2 2 4 4 2 2 3 0 3 0 45 64 47 53 34 14 70 0 40 54 61 24 54 38 79 3 42 76 81 1 52 95 71 50 79 99 85 1 2 86 47 47 0 50 34 1 1 1 0 1 3 4 2 5 1 3 1 2 2 2 1 5 5 2 4 5 3 2 5 1 4 3 4 1 0 0 0 0
"1331" 3 3 4 4 1 1 4 2 3 2 3 4 2 3 2 4 3 2 2 2 3 4 3 3 3 5 1 2 3 3 3 2 2 2 3 4 50 2 6 76 40 80 30 30 13 70 4 70 63 50 82 60 70 8 7 93 71 87 50 81 61 74 85 80 74 64 7 6 62 30 68 7 77 63 4 1 1 1 1 3 4 7 5 1 1 1 3 2 3 3 1 2 3 5 2 1 3 3 4 5 4 4 0 0 0 0 1
"1332" 1 1 4 1 1 1 4 5 4 1 5 2 3 5 3 3 2 2 1 3 4 5 7 1 1 1 1 3 1 1 4 5 5 5 2 3 1 0 0 39 0 67 0 57 29 0 60 0 0 43 22 17 19 0 0 58 27 27 34 31 62 49 41 49 49 47 0 0 28 0 0 0 0 0 2 0 0 0 0 3 1 5 5 1 1 1 2 3 2 1 2 3 2 4 3 2 2 2 5 3 2 2 0 1 0 0 0
"1333" 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 2 3 3 3 4 2 3 3 2 3 3 3 2 3 4 3 3 3 54 54 62 86 61 56 64 60 51 54 53 50 63 61 63 61 55 63 56 64 69 45 61 56 54 66 50 59 54 54 52 58 51 44 54 61 56 61 3 0 1 1 1 3 3 5 3 3 3 2 2 2 1 3 1 2 4 4 1 1 4 4 1 5 2 2 0 0 0 1 0
"1334" 2 2 3 3 2 1 3 3 1 1 3 3 1 3 2 1 2 1 1 1 1 3 6 3 3 4 1 3 3 5 3 2 4 1 1 4 0 0 0 61 100 25 60 16 100 74 0 0 92 50 16 63 9 100 100 62 81 66 0 15 60 95 78 76 85 100 100 100 51 73 33 23 87 78 1 1 1 1 0 1 3 5 4 2 2 1 3 3 2 2 2 2 2 3 5 3 2 3 4 5 3 4 0 1 0 0 0
"1335" 1 3 7 2 1 1 2 4 1 2 4 5 1 4 3 4 2 2 2 4 5 3 1 1 3 5 1 1 3 2 2 3 2 1 3 4 29 51 56 80 5 80 84 68 0 73 50 8 69 37 100 69 98 0 1 100 58 90 78 73 90 97 91 86 67 83 2 3 52 74 64 63 46 49 1 0 1 0 1 1 4 2 5 2 3 1 3 1 2 3 4 2 2 3 1 2 2 2 4 5 3 2 0 0 0 1 0
"1336" 3 1 4 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 2 2 3 4 5 2 5 5 1 5 3 3 2 2 3 3 1 1 0 0 0 62 51 50 60 50 90 74 0 0 50 0 41 63 66 91 86 40 56 61 0 51 49 59 74 49 75 76 74 74 76 64 50 0 63 50 1 1 1 1 1 2 3 1 3 3 3 3 2 2 2 3 3 3 3 4 2 3 3 3 4 4 4 5 1 0 0 0 0
"1337" 3 2 5 1 1 1 2 1 2 2 2 3 1 2 2 4 2 2 1 1 4 3 3 4 5 4 3 5 2 3 2 1 5 2 4 4 0 0 0 40 80 0 65 50 50 35 0 0 10 10 5 60 0 50 50 30 5 55 15 85 60 45 50 50 55 50 50 50 30 15 5 0 45 40 1 1 1 1 1 3 3 3 4 2 4 1 3 3 1 3 2 2 4 3 3 4 1 2 5 3 3 4 1 0 0 0 0
"1338" 2 1 7 1 1 1 5 1 1 1 1 1 1 5 1 5 1 5 3 1 1 5 7 1 1 1 1 1 1 1 3 4 1 4 5 1 0 0 0 0 50 90 0 85 0 0 0 50 0 0 100 0 50 0 50 100 100 50 85 85 0 30 85 100 100 100 0 50 100 0 100 0 100 0 1 1 1 1 0 3 3 7 5 1 1 3 1 1 2 1 5 5 1 5 2 1 5 5 4 5 5 5 0 0 0 0 1
"1339" 3 1 3 1 1 1 1 1 2 2 1 1 2 2 1 3 2 4 2 1 3 4 4 2 5 1 1 2 1 1 3 2 1 1 3 3 1 2 2 6 2 49 41 49 2 49 2 51 47 1 52 50 57 3 2 59 52 50 53 60 41 59 56 62 54 54 1 2 52 51 53 2 53 51 1 0 1 1 0 1 5 5 5 1 1 1 2 3 2 4 2 4 4 3 3 2 1 2 4 5 1 5 0 0 0 1 0
"1340" 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 3 4 5 2 5 3 2 5 3 5 3 1 4 1 3 3 0 0 0 60 91 6 12 4 100 99 0 2 41 70 0 100 74 100 99 87 71 100 0 26 99 100 94 88 100 100 100 98 89 96 95 0 97 97 1 1 0 0 1 3 2 2 2 2 2 2 3 2 1 4 1 2 4 5 2 4 4 3 4 4 3 3 1 0 0 0 0
"1341" 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 2 1 1 3 7 1 1 1 1 3 2 1 1 3 3 2 5 5 16 18 53 93 61 41 33 4 53 74 36 0 71 13 85 79 38 0 0 86 99 98 61 62 63 95 81 52 61 62 0 0 71 52 78 0 79 0 3 0 0 0 0 3 2 1 5 1 1 1 2 2 2 1 1 1 1 5 1 1 2 1 1 2 1 1 0 1 0 0 0
"1342" 3 3 5 2 3 2 5 4 2 3 1 5 3 2 4 4 1 4 2 4 5 3 5 2 5 2 1 4 2 2 5 5 5 1 5 5 8 5 4 0 70 68 9 70 0 0 67 61 7 0 63 12 43 0 0 70 6 16 18 70 4 22 50 70 70 70 0 0 0 66 0 8 0 66 1 0 1 0 0 1 5 5 5 1 1 3 2 2 1 1 5 4 4 4 5 2 2 2 4 5 5 5 0 0 0 1 0
"1343" 1 1 6 1 4 2 4 3 4 1 2 2 3 4 1 5 1 5 2 2 2 4 6 2 4 4 2 4 2 1 5 3 1 5 3 1 0 0 0 0 10 15 25 55 5 35 0 5 4 0 77 13 25 30 10 90 80 10 45 70 1 25 50 50 50 50 0 1 50 40 90 0 50 5 1 0 1 0 0 2 3 4 5 1 2 3 1 2 2 2 4 4 3 4 4 3 2 3 3 5 5 5 0 0 1 0 0
"1344" 2 5 4 4 4 2 4 4 5 4 4 5 4 4 4 4 3 3 2 3 3 3 3 4 5 5 3 5 3 3 3 3 3 3 4 3 8 1 5 31 50 45 48 47 42 47 5 35 43 3 57 2 52 47 14 62 42 48 9 42 69 47 74 52 54 48 30 29 38 45 25 41 20 27 3 0 0 1 1 2 3 2 5 3 3 2 2 2 2 3 4 4 3 5 3 1 2 3 5 5 3 4 0 0 0 1 0
"1345" 2 3 4 2 2 2 2 2 3 2 3 3 2 2 2 3 3 3 2 1 2 3 6 2 5 2 3 4 3 2 4 2 3 3 4 4 31 5 1 30 51 16 50 85 51 15 50 31 51 15 60 40 60 30 8 85 85 50 70 100 41 50 70 85 60 60 15 29 60 31 50 51 50 40 1 1 1 1 1 1 2 4 4 2 3 2 2 2 3 2 4 4 2 4 3 2 2 2 3 3 2 2 1 0 0 0 0
"1346" 3 2 3 1 1 1 1 1 2 1 1 2 1 1 5 4 2 1 2 2 3 2 7 4 5 4 2 4 4 4 4 4 4 4 2 2 0 0 0 50 50 0 100 0 50 50 0 0 50 85 0 85 85 50 50 85 50 85 0 100 50 50 85 100 85 50 50 50 85 50 50 0 50 50 1 1 1 1 1 3 5 1 3 3 3 1 3 3 1 2 2 3 3 4 2 1 2 4 4 4 3 3 1 0 0 0 0
"1347" 3 3 4 2 3 3 2 2 2 3 3 2 3 3 4 3 3 3 1 2 3 4 1 2 5 5 1 5 3 3 2 3 3 3 3 3 6 6 4 86 50 7 84 6 90 84 7 5 50 49 23 50 49 51 50 50 51 49 6 50 85 50 50 50 50 50 50 50 50 50 31 5 50 50 2 1 1 0 1 2 3 1 3 4 4 1 3 3 3 5 1 2 5 5 5 2 3 5 4 5 3 5 1 0 0 0 0
"1348" 2 1 4 1 2 1 4 4 1 2 2 2 1 3 1 4 1 4 1 2 2 4 5 2 5 5 3 5 2 3 2 1 1 3 4 4 15 27 19 43 53 72 64 79 51 61 28 27 45 34 66 78 70 54 59 91 61 59 72 83 61 52 66 72 70 61 50 54 66 66 82 26 82 67 1 0 1 0 0 2 4 3 5 5 5 2 3 2 2 3 4 4 2 4 4 2 3 4 4 5 3 4 1 0 0 0 0
"1349" 3 1 7 1 2 1 5 2 4 1 4 5 2 4 1 5 5 3 1 1 1 5 7 1 3 1 1 5 1 1 3 4 1 5 4 4 0 0 0 0 50 9 73 23 0 14 5 0 0 49 52 43 72 0 0 94 100 13 95 93 51 50 40 93 49 80 0 0 98 8 92 0 90 21 1 1 1 0 0 3 5 1 5 1 1 2 1 2 2 1 5 5 1 5 3 1 2 4 5 5 3 5 1 0 0 0 0
"1350" 1 1 5 1 2 1 5 1 1 1 1 2 1 4 2 4 2 5 3 1 2 5 7 3 3 3 1 5 1 1 5 3 1 3 3 2 0 0 0 0 50 100 0 100 15 85 0 50 0 0 100 40 91 50 15 100 100 53 100 100 0 40 80 58 90 100 0 0 100 94 100 0 100 85 1 0 1 1 0 3 1 6 5 5 5 2 2 2 2 3 4 2 3 4 3 2 3 4 4 4 4 5 0 0 0 1 0
"1351" 2 1 4 2 2 2 1 2 2 2 1 2 1 1 2 2 2 2 1 1 1 5 2 3 5 1 2 5 1 5 3 1 4 1 3 2 0 0 0 73 53 52 73 17 76 79 0 16 18 50 51 52 54 55 52 55 88 53 16 84 71 76 75 75 74 76 54 52 86 60 85 0 86 52 1 1 1 0 0 3 3 1 3 3 3 2 2 2 2 2 2 3 2 5 5 1 4 5 4 3 2 3 1 0 0 0 0
"1352" 2 1 4 1 1 1 5 1 1 1 1 2 1 2 1 4 1 5 1 1 2 5 6 1 3 2 2 1 1 1 5 2 2 3 3 2 0 0 0 5 45 100 100 90 5 15 0 55 5 0 90 5 65 35 5 95 75 10 90 90 0 10 90 90 90 90 1 1 90 10 95 0 90 90 1 1 1 1 1 3 5 7 5 1 1 2 2 2 2 1 5 5 3 5 3 1 1 3 3 3 5 5 0 0 0 0 1
"1353" 2 1 5 2 1 1 1 3 2 1 3 2 2 3 2 5 3 2 1 1 1 5 5 2 4 2 1 5 1 1 5 1 1 5 1 5 5 73 7 36 82 84 67 78 39 43 84 92 56 60 72 61 73 23 10 100 92 56 92 97 79 74 60 100 38 3 1 9 79 18 100 1 100 1 2 1 1 1 0 3 3 4 5 1 1 1 2 3 2 1 4 1 1 5 5 1 1 2 3 3 2 2 0 0 0 1 0
"1354" 1 2 4 2 2 3 1 3 1 2 3 2 3 2 3 1 3 2 2 2 3 3 5 3 2 2 2 1 2 2 2 2 2 1 2 1 55 33 44 85 51 81 70 62 6 31 66 94 54 51 81 56 61 4 59 96 26 94 44 72 19 59 19 88 68 58 15 9 26 49 93 44 79 61 2 1 1 1 1 3 2 7 5 5 1 2 2 2 2 2 2 2 2 2 1 2 2 1 5 3 1 1 0 0 0 0 1
"1355" 3 1 3 2 1 1 3 3 2 2 2 4 1 2 4 4 1 3 1 1 3 5 5 3 5 4 2 5 2 5 2 1 2 2 4 4 1 1 1 50 50 40 50 2 85 54 0 4 30 30 7 79 30 85 55 45 45 40 7 45 30 85 45 60 50 50 50 45 50 35 85 1 70 40 3 1 1 0 0 2 4 4 4 4 3 1 3 3 1 4 1 3 2 3 2 4 3 4 3 5 3 4 0 1 0 0 0
"1356" 1 3 5 2 4 4 3 2 5 2 1 4 2 3 4 2 3 4 2 3 4 4 4 3 5 5 1 5 4 3 2 4 5 1 1 3 45 0 37 74 48 23 85 63 47 68 22 40 51 50 50 45 59 43 43 86 58 48 67 50 61 50 93 61 85 51 47 50 50 61 38 57 31 54 3 1 1 1 1 3 4 1 1 5 5 1 3 2 2 4 3 2 5 5 5 2 5 4 2 3 2 3 1 0 0 0 0
"1357" 2 1 5 4 4 2 1 2 4 4 3 3 2 3 3 3 3 2 2 2 3 3 1 2 2 3 2 2 2 2 3 3 2 3 3 3 21 18 38 47 16 70 14 24 58 74 15 9 60 38 97 71 86 14 19 100 28 24 40 33 62 14 61 98 35 18 18 31 14 32 65 16 60 19 3 0 0 0 0 1 2 7 2 1 2 2 3 3 2 2 2 2 1 4 2 2 2 4 2 3 3 3 0 0 0 0 1
"1358" 1 2 3 4 3 3 1 4 2 3 5 4 4 2 2 4 2 2 1 2 4 2 1 4 5 5 1 5 2 3 2 1 4 1 2 4 13 0 0 57 85 13 87 3 90 57 0 0 73 77 3 53 23 92 84 37 43 77 4 74 57 90 87 82 56 84 94 87 89 85 62 0 68 67 1 0 1 0 1 1 4 2 3 3 3 1 3 3 2 3 2 3 5 3 5 3 3 4 4 5 3 3 1 0 0 0 0
"1359" 1 2 3 2 2 2 2 2 2 2 2 3 2 3 2 3 2 2 2 2 2 3 7 3 3 4 3 2 3 2 2 2 2 2 2 2 73 65 63 67 55 72 66 66 1 52 68 77 70 64 68 79 67 1 1 73 84 79 61 75 62 63 76 75 60 62 1 1 74 73 75 65 67 70 2 1 1 0 1 3 3 7 5 2 2 2 2 2 2 3 3 3 3 4 3 2 2 2 4 5 4 2 0 0 0 0 1
"1360" 3 1 5 2 3 2 1 1 3 2 1 2 3 3 2 2 2 4 1 4 4 3 6 3 5 4 2 5 2 3 4 2 3 1 1 3 22 0 0 81 84 7 100 29 100 100 0 0 55 2 56 87 18 100 100 89 61 57 14 69 90 84 100 83 100 100 100 100 69 89 10 10 66 100 3 1 1 1 1 3 2 1 2 5 1 1 3 3 3 2 1 3 4 3 2 2 4 4 2 5 2 3 1 0 0 0 0
"1361" 1 2 7 1 2 2 5 4 2 1 4 2 4 4 3 3 1 5 1 2 2 5 6 2 4 2 2 5 1 1 1 4 3 5 4 4 0 0 0 2 71 53 53 82 39 51 0 42 2 0 51 16 41 86 77 70 77 32 72 85 17 17 53 53 85 84 85 62 52 72 51 0 52 43 1 0 1 0 0 2 1 4 5 1 1 2 2 2 2 2 4 4 3 2 5 5 3 3 5 5 4 4 0 1 0 0 0
"1362" 2 1 4 1 1 1 5 2 1 1 4 2 1 5 1 5 1 5 2 3 3 5 7 1 5 2 2 5 1 1 3 5 4 4 3 1 1 1 1 1 50 100 50 1 1 50 1 1 1 1 85 1 50 95 85 100 60 7 85 100 1 1 98 99 99 99 50 93 99 99 95 1 99 98 1 1 1 1 0 2 3 5 5 1 1 3 1 2 3 1 5 3 3 5 3 1 2 3 4 5 5 5 0 1 0 0 0
"1363" 3 1 4 1 1 1 5 1 1 1 3 1 3 3 1 1 1 5 2 1 1 5 7 1 5 1 1 5 3 1 4 5 2 2 4 1 0 0 0 0 50 85 85 100 0 30 0 0 0 0 15 0 40 100 15 85 85 0 100 85 0 30 100 100 100 100 50 15 85 100 83 0 100 30 1 0 1 1 0 2 4 3 5 1 1 3 1 2 3 1 5 5 1 5 3 2 1 3 5 5 5 5 0 1 0 0 0
"1364" 1 1 2 3 2 1 3 3 2 2 2 3 1 2 3 5 2 4 1 1 3 4 5 4 5 5 1 5 1 2 5 1 1 2 1 2 26 12 24 51 43 56 70 26 80 78 4 13 37 11 30 31 15 82 69 31 40 69 13 62 65 75 78 59 70 58 66 67 57 50 56 4 56 39 1 1 1 0 1 1 1 2 2 2 3 1 3 3 1 5 2 1 5 5 1 3 2 4 4 5 3 3 0 1 0 0 0
"1365" 3 5 1 2 1 1 3 2 2 3 4 5 1 2 2 5 3 3 2 2 3 5 7 4 5 4 1 5 5 5 2 3 2 3 3 3 0 0 0 10 0 0 0 0 0 0 0 0 76 0 1 81 2 0 2 0 65 37 0 54 87 82 35 100 91 73 0 2 30 0 29 21 25 2 1 0 1 1 0 1 3 4 4 1 3 2 2 2 2 2 5 5 3 5 3 3 3 2 5 5 1 5 1 0 0 0 0
"1366" 2 3 6 2 1 1 3 3 1 2 3 4 2 3 2 4 4 3 2 3 3 3 2 3 2 3 2 5 2 2 3 3 4 1 4 4 50 50 50 100 50 92 33 70 50 43 0 50 50 50 100 70 60 50 50 100 60 50 50 60 65 60 100 80 73 90 50 50 50 60 35 70 38 85 4 1 1 0 1 2 3 4 3 2 2 1 3 3 3 3 4 2 4 3 5 2 3 2 4 5 2 3 0 0 0 1 0
"1367" 2 1 4 2 2 2 1 1 1 1 1 1 1 2 1 1 3 3 1 1 3 5 4 3 5 3 2 5 1 3 4 1 3 3 1 1 0 0 0 52 50 0 100 0 95 94 0 0 49 43 0 48 51 94 92 0 69 94 0 29 96 94 97 52 97 88 90 91 91 90 85 0 84 53 1 1 1 1 1 3 3 2 1 3 3 1 3 3 2 3 3 2 3 3 5 3 2 3 1 5 1 3 1 0 0 0 0
"1368" 3 1 3 1 2 1 1 3 1 2 3 2 1 2 1 3 4 2 1 2 3 3 7 2 2 1 1 2 2 3 3 1 2 2 3 4 18 0 41 51 73 66 58 49 74 86 54 27 70 13 62 50 69 87 76 86 61 79 68 63 60 84 40 92 44 45 79 93 58 39 93 0 86 31 1 1 1 1 1 3 3 6 4 4 3 1 3 2 2 1 2 2 2 4 4 1 2 2 2 3 2 3 0 0 0 1 0
"1369" 3 1 6 4 1 1 2 4 1 3 2 1 3 1 2 1 1 5 2 2 3 3 4 4 5 3 1 5 3 5 3 1 1 2 3 3 0 0 0 32 41 16 16 1 73 50 0 0 16 1 16 42 17 86 88 41 51 41 4 71 5 42 87 61 85 86 71 86 85 85 72 0 70 12 1 1 1 1 1 3 5 3 4 3 3 1 3 2 2 4 1 2 5 2 3 4 4 4 4 3 3 4 1 0 0 0 0
"1370" 1 2 2 1 2 2 1 1 2 2 2 2 2 2 1 2 2 2 2 4 3 3 6 3 5 1 1 2 1 1 2 3 3 3 4 4 24 3 9 39 54 87 63 49 65 61 36 90 71 34 40 91 84 61 15 85 84 69 97 89 58 44 89 86 91 88 31 22 89 94 71 100 99 93 2 0 0 0 0 2 3 2 5 1 1 1 2 2 2 4 4 2 4 5 2 2 4 4 4 4 3 4 1 0 0 0 0
"1371" 2 2 2 4 3 3 1 1 1 3 1 2 1 1 2 2 2 3 1 4 4 2 2 4 5 5 1 5 2 5 2 1 4 1 2 2 0 0 0 85 80 30 85 5 90 70 0 10 85 70 15 85 32 95 75 70 53 45 15 70 95 70 70 50 70 70 70 75 70 70 40 20 65 65 3 1 1 1 1 2 5 2 1 4 4 1 3 2 2 5 1 2 5 1 5 5 5 5 2 5 1 3 1 0 0 0 0
"1372" 3 2 5 1 1 1 5 2 5 1 2 5 2 1 1 5 1 5 1 4 4 5 5 3 5 3 2 4 1 1 5 5 4 4 4 4 60 1 1 1 65 65 75 90 40 25 45 30 1 1 65 1 55 85 40 100 65 30 95 100 1 1 50 100 75 90 45 50 40 25 35 1 20 1 1 1 1 0 0 3 5 6 5 1 1 3 1 2 2 1 4 4 5 3 4 3 2 2 4 4 3 5 0 0 0 1 0
"1373" 2 2 2 1 2 2 2 2 1 2 1 2 2 2 2 2 3 2 1 2 2 3 3 2 1 3 2 1 2 1 2 4 4 2 4 5 58 66 70 65 51 68 69 60 58 59 68 53 61 57 63 58 59 81 68 84 67 66 60 66 66 55 79 71 72 73 72 69 59 67 50 50 53 61 1 1 1 1 1 3 4 6 5 1 1 2 2 2 2 1 3 3 2 4 3 3 4 3 4 4 3 2 0 0 0 1 0
"1374" 1 5 4 2 3 2 2 1 2 1 3 1 3 1 3 1 3 2 3 1 3 3 5 4 4 5 2 5 2 5 3 2 2 3 4 5 3 0 4 99 44 0 100 71 39 7 0 0 11 85 100 2 82 82 90 100 67 89 80 76 100 86 99 100 100 95 100 97 76 75 92 50 93 100 1 1 1 1 1 2 1 1 1 4 4 1 2 2 2 4 4 4 5 2 1 2 4 1 5 5 2 5 1 0 0 0 0
"1375" 3 3 4 3 1 1 1 4 2 3 3 3 2 3 2 3 1 4 1 4 5 2 1 4 5 5 2 5 4 5 3 3 4 2 2 3 7 0 1 77 82 6 99 30 80 34 0 19 43 51 27 80 29 76 64 41 23 58 23 77 67 76 100 94 92 100 53 71 81 83 74 5 79 85 1 1 0 1 1 1 3 1 4 3 3 2 3 3 3 4 2 2 4 2 4 2 2 2 1 5 2 4 1 0 0 0 0
"1376" 2 3 3 1 2 3 2 4 2 3 3 3 2 4 2 3 4 3 2 2 3 3 5 5 3 2 5 1 3 3 3 2 3 4 2 2 63 50 66 91 63 63 54 42 4 81 72 11 60 51 64 52 82 3 53 49 51 28 51 27 47 76 84 71 74 86 67 58 41 96 17 43 57 74 1 0 0 0 0 2 3 4 2 3 2 2 3 2 2 3 3 3 2 2 3 3 4 4 2 4 3 2 0 0 0 0 1
"1377" 2 2 4 1 1 1 5 2 5 2 3 2 3 5 1 5 1 5 2 3 4 4 5 2 5 2 4 5 1 1 3 4 4 4 2 2 6 8 5 6 14 49 47 5 5 20 5 69 1 8 68 14 6 28 5 86 59 8 66 72 8 11 70 61 63 66 3 4 32 4 23 1 31 4 4 1 1 1 0 3 4 5 5 1 1 2 2 2 2 1 4 5 1 5 3 1 1 3 3 4 4 5 0 0 1 0 0
"1378" 3 3 4 1 2 1 4 3 1 3 4 3 2 4 1 5 1 5 1 4 3 4 4 2 5 3 2 5 1 1 4 5 2 4 4 2 0 0 0 0 100 79 100 86 79 79 0 0 0 0 40 88 50 100 100 100 79 79 100 100 77 100 100 100 100 100 77 77 76 100 100 0 100 79 1 0 1 1 0 2 3 5 4 2 2 2 2 2 2 3 5 4 3 5 4 3 2 3 1 5 4 4 0 0 1 0 0
"1379" 2 3 5 1 2 2 4 4 3 2 4 3 2 4 1 3 1 4 2 2 2 4 4 4 4 5 4 5 1 1 3 3 3 2 3 3 14 6 6 6 30 51 49 50 11 50 6 50 3 51 60 30 40 4 14 78 59 49 54 70 60 40 60 50 40 53 4 4 49 50 50 6 50 50 2 0 1 0 0 2 4 4 5 1 1 2 2 2 2 2 4 4 2 3 3 3 2 3 4 5 3 5 0 0 0 1 0
"1380" 2 2 5 1 2 2 4 2 3 1 4 5 5 5 2 5 1 5 2 3 4 4 7 2 4 3 4 2 1 1 3 4 2 5 5 4 32 3 3 4 15 87 7 70 6 5 4 51 6 1 63 29 16 7 3 92 48 13 57 70 4 28 32 70 32 62 4 2 37 8 40 3 39 7 2 1 1 0 0 3 2 5 5 1 2 2 1 1 3 2 3 5 2 4 4 2 1 1 4 3 4 5 0 0 0 1 0
"1381" 1 3 3 3 3 3 3 2 3 3 2 3 3 2 3 3 4 2 2 2 3 3 4 2 3 3 3 2 3 2 3 2 2 3 5 2 67 61 70 34 55 62 61 59 71 70 22 45 54 60 48 39 69 38 64 69 58 35 53 48 56 61 73 79 74 61 74 42 57 43 42 52 45 50 2 0 0 1 1 1 3 4 2 2 2 2 2 2 2 2 2 3 2 3 2 3 2 2 4 2 3 2 0 0 0 1 0
"1382" 3 2 3 1 2 1 3 2 2 2 2 3 2 1 1 3 2 4 2 2 3 4 7 2 3 5 3 3 2 1 1 1 1 1 2 2 1 1 1 50 50 71 48 52 50 50 1 50 50 50 76 25 50 50 50 86 86 72 50 100 50 51 75 50 70 85 50 50 76 76 85 1 85 80 2 0 1 0 1 1 5 6 4 1 1 2 3 2 2 2 4 4 3 4 2 2 1 3 1 5 3 4 0 0 0 1 0
"1383" 2 2 3 2 2 2 3 3 4 3 4 4 2 1 3 5 2 3 1 4 4 3 3 3 5 4 2 5 2 5 4 1 2 5 4 3 1 1 1 70 70 5 70 25 70 70 1 70 70 70 5 75 60 70 70 15 40 75 15 50 60 80 70 70 70 70 50 50 70 5 65 1 70 5 1 1 1 1 0 2 3 1 3 4 4 1 3 3 2 4 1 3 5 3 3 5 2 5 5 4 2 4 1 0 0 0 0
"1384" 1 1 3 2 3 1 1 1 1 3 2 3 1 2 2 2 1 3 1 3 3 3 3 3 5 4 1 5 2 4 2 1 5 1 2 2 5 0 0 86 83 6 100 10 100 84 5 2 45 4 3 99 17 99 85 50 35 78 3 51 86 77 66 54 77 70 85 88 82 74 9 3 42 70 2 1 1 1 1 3 2 2 3 4 4 2 3 2 2 4 2 2 4 2 5 5 1 2 1 5 2 4 0 1 0 0 0
